Record Type,VIN,Registration Class,City,State,Zip,County,Model Year,Make,Body Type,Fuel Type,Unladen Weight,Maximum Gross Weight,Passengers,Reg Valid Date,Reg Expiration Date,Color,Scofflaw Indicator,Suspension Indicator,Revocation Indicator
VEH ,5YJ3E1EB6JF066022,PAS,MECHANICVILLE  ,NY,12118,SARATOGA    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/08/2018,03/21/2020,GY   ,N,N,N
VEH ,5YJ3E1EB6JF065999,PAS,CHATHAM        ,NY,12037,COLUMBIA    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/08/2018,09/07/2020,GY   ,N,N,N
VEH ,5YJ3E1EB6JF065954,PAS,CHAPPAQUA      ,NY,10514,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/24/2018,10/27/2019,GY   ,N,N,N
VEH ,5YJ3E1EB6JF065856,PAS,ALBANY         ,NY,12205,ALBANY      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/19/2018,07/19/2019,GY   ,N,N,N
VEH ,5YJ3E1EB6JF064464,PAS,BROOKLYN       ,NY,11209,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/31/2018,03/08/2020,BL   ,N,N,N
VEH ,5YJ3E1EB6JF064108,PAS,NEW HYDE PARK  ,NY,11040,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/15/2018,09/14/2020,RD   ,N,N,N
VEH ,5YJ3E1EB6JF064058,PAS,SYOSSET        ,NY,11791,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/30/2018,08/29/2020,RD   ,N,N,N
VEH ,5YJ3E1EB6JF063718,PAS,BROOKLYN       ,NY,11223,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/31/2018,08/30/2020,BL   ,N,N,N
VEH ,5YJ3E1EB6JF055067,PAS,GARDEN CITY    ,NY,11530,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/22/2018,08/21/2020,WH   ,N,N,N
VEH ,5YJ3E1EB6JF054937,PAS,NEW YORK CITY  ,NY,10069,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/03/2018,09/02/2020,GY   ,N,N,N
VEH ,5YJ3E1EB6JF054873,PAS,SAINT ALBANS   ,NY,11412,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/25/2018,08/24/2020,GY   ,N,N,N
VEH ,5YJ3E1EB6JF054842,PAS,MONROE         ,NY,10950,ORANGE      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/21/2018,08/20/2020,GY   ,N,N,N
VEH ,5YJ3E1EB6JF054498,PAS,BROOKLYN       ,NY,11205,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/11/2018,09/10/2020,RD   ,N,N,N
VEH ,5YJ3E1EB6JF054372,PAS,SANDS POINT    ,NY,11050,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/03/2018,12/02/2018,GY   ,N,N,N
VEH ,5YJ3E1EB6JF054355,PAS,BROOKLYN       ,NY,11217,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/10/2018,08/09/2020,GY   ,N,N,N
VEH ,5YJ3E1EB6JF054047,PAS,EAST SETAUKET  ,NY,11733,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/24/2018,08/23/2020,BK   ,N,N,N
VEH ,5YJ3E1EB5JF086567,PAS,CHESTER        ,NY,10918,ROCKLAND    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/17/2018,09/16/2020,BK   ,N,N,N
VEH ,5YJ3E1EB5JF073219,PAS,GLEN HEAD      ,NY,11545,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/22/2018,09/21/2020,BK   ,N,N,N
VEH ,5YJ3E1EB5JF070871,PAS,TAPPAN         ,NY,10983,ROCKLAND    ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/27/2018,08/26/2020,BK   ,N,N,N
VEH ,5YJ3E1EB5JF070546,PAS,SCARSDALE      ,NY,10583,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/08/2018,09/07/2020,BK   ,N,N,N
VEH ,5YJ3E1EB5JF069235,PAS,BROOKLYN       ,NY,11249,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/01/2018,08/31/2020,GY   ,N,N,N
VEH ,5YJ3E1EB5JF068859,PAS,LINDENHURST    ,NY,11757,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/30/2018,08/29/2020,GY   ,N,N,N
VEH ,5YJ3E1EB5JF068618,PAS,SCARSDALE      ,NY,10583,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/01/2018,08/31/2020,GY   ,N,N,N
VEH ,5YJ3E1EB5JF068263,PAS,BABYLON        ,NY,11702,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/20/2018,09/19/2020,BK   ,N,N,N
VEH ,5YJ3E1EB5JF068019,PAS,STONY BROOK    ,NY,11790,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/18/2018,09/17/2020,BK   ,N,N,N
VEH ,5YJ3E1EB5JF067310,PAS,RIDGE          ,NY,11961,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/01/2018,05/11/2019,BK   ,N,N,N
VEH ,5YJ3E1EB5JF067260,PAS,FARMINGDALE    ,NY,11735,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/28/2018,08/27/2020,BK   ,N,N,N
VEH ,5YJ3E1EB5JF066917,PAS,WOODSTOCK      ,NY,12498,ULSTER      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/17/2018,09/16/2020,WH   ,N,N,N
VEH ,5YJ3E1EB5JF066836,PAS,HUNTINGTON STA ,NY,11746,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/29/2018,08/28/2020,WH   ,N,N,N
VEH ,5YJ3E1EB5JF066822,PAS,FLUSHING       ,NY,11354,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/31/2018,08/30/2020,WH   ,N,N,N
VEH ,5YJ3E1EB5JF066786,PAS,WOODBURY       ,NY,11797,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/20/2018,08/19/2020,WH   ,N,N,N
VEH ,5YJ3E1EB5JF066710,PAS,BROOKLYN       ,NY,11210,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/31/2018,08/03/2019,GY   ,N,N,N
VEH ,5YJ3E1EB5JF066707,PAS,L I C          ,NY,11101,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/28/2018,08/27/2020,WH   ,N,N,N
VEH ,5YJ3E1EB5JF065895,PAS,SYOSSET        ,NY,11791,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/17/2018,02/22/2019,GY   ,N,N,N
VEH ,5YJ3E1EB5JF065721,PAS,SARATOGS SPNGS ,NY,12866,SARATOGA    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/10/2018,09/09/2020,BL   ,N,N,N
VEH ,5YJ3E1EB5JF065119,PAS,PLEASANTVILLE  ,NY,10570,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/14/2018,09/13/2020,GY   ,N,N,N
VEH ,5YJ3E1EB5JF065069,PAS,BRIARWOOD      ,NY,11435,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/11/2018,09/10/2020,GY   ,N,N,N
VEH ,5YJ3E1EB5JF065055,PAS,BROOKLYN       ,NY,11249,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/10/2018,09/09/2020,GY   ,N,N,N
VEH ,5YJ3E1EB5JF064360,PAS,POUGHKEEPSIE   ,NY,12601,DUTCHESS    ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/23/2018,01/18/2020,BL   ,N,N,N
VEH ,5YJ3E1EB5JF064083,PAS,DIX HILLS      ,NY,11746,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/15/2018,09/14/2020,RD   ,N,N,N
VEH ,5YJ3E1EB5JF056226,PAS,MOUNT VERNON   ,NY,10552,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/25/2018,01/31/2019,GY   ,N,N,N
VEH ,5YJ3E1EB5JF055898,PAS,NEW YORK CITY  ,NY,10023,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/05/2018,09/04/2020,WH   ,N,Y,N
VEH ,5YJ3E1EB5JF055805,PAS,SOUTHAMPTON    ,NY,11969,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/28/2018,08/27/2020,WH   ,N,N,N
VEH ,5YJ3E1EB5JF055562,PAS,BAYSIDE        ,NY,11360,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/10/2018,09/09/2020,RD   ,N,N,N
VEH ,5YJ3E1EB5JF054878,PAS,HAUPPAUGE      ,NY,11788,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/22/2018,08/21/2020,GY   ,N,N,N
VEH ,5YJ3E1EB5JF054864,PAS,BROOKLYN       ,NY,11223,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/12/2018,09/11/2020,GY   ,N,N,N
VEH ,5YJ3E1EB5JF054573,PAS,BROOKLYN       ,NY,11220,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/31/2018,08/30/2020,RD   ,N,N,N
VEH ,5YJ3E1EB5JF054430,PAS,BROOKLYN       ,NY,11218,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/28/2018,08/27/2020,GY   ,N,N,N
VEH ,5YJ3E1EB5JF054329,PAS,EAST HAMPTON   ,NY,11937,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/04/2018,09/03/2020,GY   ,N,N,N
VEH ,5YJ3E1EB5JF054315,PAS,BROOKLYN       ,NY,11222,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/18/2018,08/17/2020,GY   ,N,N,N
VEH ,5YJ3E1EB5JF054122,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/11/2018,07/29/2020,BL   ,N,N,N
VEH ,5YJ3E1EB5JF054105,PAS,BROOKLYN       ,NY,11208,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/02/2018,08/01/2020,BK   ,N,N,N
VEH ,5YJ3E1EB5JF054069,PAS,LEVITTOWN      ,NY,11756,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/20/2018,10/26/2019,BK   ,N,N,N
VEH ,5YJ3E1EB5JF054041,PAS,SYOSSET        ,NY,11791,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/11/2018,08/10/2020,BK   ,N,N,N
VEH ,5YJ3E1EB4JF096040,PAS,NANUET         ,NY,10954,ROCKLAND    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/11/2018,09/10/2020,GY   ,N,N,N
VEH ,5YJ3E1EB4JF085748,PAS,PITTSFORD      ,NY,14534,MONROE      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/12/2018,09/11/2020,GY   ,N,N,N
VEH ,5YJ3E1EB4JF072241,PAS,WOODMERE       ,NY,11598,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/11/2018,09/10/2020,BL   ,N,N,N
VEH ,5YJ3E1EB4JF071347,PAS,BROOKLYN       ,NY,11211,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/07/2018,09/06/2020,BK   ,N,N,N
VEH ,5YJ3E1EB4JF069341,PAS,WHITE PLAINS   ,NY,10605,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/19/2018,09/18/2020,GY   ,N,N,N
VEH ,5YJ3E1EB4JF068254,PAS,ALBANY         ,NY,12203,ALBANY      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/14/2018,09/13/2020,BK   ,N,N,N
VEH ,5YJ3E1EB4JF068190,PAS,FLORAL PARK    ,NY,11001,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/15/2018,09/14/2020,BK   ,N,N,N
VEH ,5YJ3E1EB4JF068058,PAS,HUNTINGTON     ,NY,11743,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/06/2018,09/05/2020,BK   ,N,N,N
VEH ,5YJ3E1EB4JF068013,PAS,BAY SHORE      ,NY,11706,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/14/2018,09/13/2020,BK   ,N,N,N
VEH ,5YJ3E1EB4JF066939,PAS,HICKSVILLE     ,NY,11801,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/06/2018,09/05/2020,WH   ,N,N,N
VEH ,5YJ3E1EB4JF066455,PAS,MOUNT SINAI    ,NY,11766,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/15/2018,09/14/2020,GY   ,N,N,N
VEH ,5YJ3E1EB4JF066164,PAS,BELLMORE       ,NY,11710,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/11/2018,09/10/2020,GY   ,N,N,N
VEH ,5YJ3E1EB4JF065404,PAS,COPIAGUE       ,NY,11726,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/01/2018,08/31/2020,RD   ,N,N,N
VEH ,5YJ3E1EB4JF065046,PAS,LITTLE NECK    ,NY,11362,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/13/2018,09/12/2020,GY   ,N,N,N
VEH ,5YJ3E1EB4JF064348,PAS,SYRACUSE       ,NY,13207,ONONDAGA    ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/13/2018,08/12/2020,BL   ,N,N,N
VEH ,5YJ3E1EB4JF064110,PAS,WHITESTONE     ,NY,11357,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/01/2018,08/31/2020,RD   ,N,N,N
VEH ,5YJ3E1EB4JF063667,PAS,OYSTER BAY     ,NY,11771,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/31/2018,03/15/2020,BL   ,N,N,N
VEH ,5YJ3E1EB4JF055424,PAS,OCEANSIDE      ,NY,11572,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/11/2018,02/28/2020,BK   ,N,N,N
VEH ,5YJ3E1EB4JF054581,PAS,WOODBURY       ,NY,11797,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/04/2018,09/03/2020,RD   ,N,N,N
VEH ,5YJ3E1EB4JF054578,PAS,LK RONKONKOMA  ,NY,11779,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/17/2018,09/16/2020,RD   ,N,N,N
VEH ,5YJ3E1EB4JF054452,PAS,ITHACA         ,NY,14850,TOMPKINS    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/04/2018,09/03/2020,GY   ,N,N,N
VEH ,5YJ3E1EB4JF054368,PAS,SLINGERLANDS   ,NY,12159,ALBANY      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/07/2018,09/06/2020,GY   ,N,N,N
VEH ,5YJ3E1EB4JF054354,PAS,CARMEL         ,NY,10512,PUTNAM      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/25/2018,08/24/2020,GY   ,N,N,N
VEH ,5YJ3E1EB4JF054211,PAS,NEW YORK       ,NY,10014,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/12/2018,06/17/2019,BL   ,N,N,N
VEH ,5YJ3E1EB4JF054032,PAS,HICKSVILLE     ,NY,11801,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/27/2018,10/02/2020,BK   ,N,N,N
VEH ,5YJ3E1EB3JF074109,PAS,ISLANDIA       ,NY,11749,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/12/2018,09/11/2020,BL   ,N,N,N
VEH ,5YJ3E1EB3JF070495,PAS,GARDEN CITY    ,NY,11530,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/30/2018,08/29/2020,BK   ,N,N,N
VEH ,5YJ3E1EB3JF069847,PAS,STATEN ISLAND  ,NY,10304,RICHMOND    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/12/2018,09/11/2020,GY   ,N,N,N
VEH ,5YJ3E1EB3JF069234,PAS,ARVERNE        ,NY,11692,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/12/2018,08/24/2020,GY   ,N,N,N
VEH ,5YJ3E1EB3JF068911,PAS,SAINT JAMES    ,NY,11780,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/19/2018,09/18/2020,GY   ,N,N,N
VEH ,5YJ3E1EB3JF068908,PAS,CANANDAIGUA    ,NY,14424,ONTARIO     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/05/2018,09/04/2020,GY   ,N,N,N
VEH ,5YJ3E1EB3JF068648,PAS,OZONE PARK     ,NY,11416,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/31/2018,08/30/2020,GY   ,N,N,N
VEH ,5YJ3E1EB3JF068245,PAS,MASSAPEQUA PK  ,NY,11762,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/12/2018,09/11/2020,BK   ,N,N,N
VEH ,5YJ3E1EB3JF067998,PAS,SAINT JAMES    ,NY,11780,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/05/2018,09/04/2020,BK   ,N,N,N
VEH ,5YJ3E1EB3JF067953,PAS,BAYSIDE        ,NY,11361,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/09/2018,09/08/2020,BK   ,N,N,N
VEH ,5YJ3E1EB3JF067886,PAS,BROOKLYN       ,NY,11235,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/08/2018,09/30/2020,WH   ,N,N,N
VEH ,5YJ3E1EB3JF067354,PAS,BROOKLYN       ,NY,11229,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/27/2018,08/26/2020,BK   ,N,N,N
VEH ,5YJ3E1EB3JF066821,PAS,HUNTINGTON     ,NY,11743,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/29/2018,08/28/2020,WH   ,N,N,N
VEH ,5YJ3E1EB3JF066124,PAS,MIDDLETOWN     ,NY,10940,ORANGE      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/05/2018,09/04/2020,GY   ,N,N,N
VEH ,5YJ3E1EB3JF066110,PAS,FOREST HILLS   ,NY,11375,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/11/2018,09/10/2020,GY   ,N,N,N
VEH ,5YJ3E1EB3JF066107,PAS,NEW YORK       ,NY,10007,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/14/2018,09/13/2020,GY   ,N,N,N
VEH ,5YJ3E1EB3JF064468,PAS,SAINT JAMES    ,NY,11780,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/04/2018,09/03/2020,BL   ,N,N,N
VEH ,5YJ3E1EB3JF063644,PAS,SCARSDALE      ,NY,10583,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/28/2018,08/27/2020,BL   ,N,N,N
VEH ,5YJ3E1EB3JF063580,PAS,STATEN ISLAND  ,NY,10308,RICHMOND    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/14/2018,09/13/2020,BL   ,N,N,N
VEH ,5YJ3E1EB3JF054555,PAS,SEAFORD        ,NY,11783,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/11/2018,09/10/2020,RD   ,N,N,N
VEH ,5YJ3E1EB3JF054457,PAS,ROSLYN         ,NY,11576,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/08/2018,09/07/2020,GY   ,N,N,N
VEH ,5YJ3E1EB3JF054331,PAS,NEW YORK CITY  ,NY,10017,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/31/2018,08/30/2020,GY   ,N,N,N
VEH ,5YJ3E1EB3JF054085,PAS,ARMONK         ,NY,10504,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/14/2018,08/13/2020,BK   ,N,N,N
VEH ,5YJ3E1EB2JF096277,PAS,ROCHESTER      ,NY,14609,MONROE      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/14/2018,09/13/2020,RD   ,N,N,N
VEH ,5YJ3E1EB2JF086719,PAS,DIX HILLS      ,NY,11746,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/11/2018,09/10/2020,WH   ,N,N,N
VEH ,5YJ3E1EB2JF076949,PAS,NORTHPORT      ,NY,11768,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/14/2018,09/13/2020,GY   ,N,N,N
VEH ,5YJ3E1EB2JF075154,PAS,PT WASHINGTON  ,NY,11050,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/28/2018,08/27/2020,BL   ,N,N,N
VEH ,5YJ3E1EB2JF074666,PAS,ROCHESTER      ,NY,14607,MONROE      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/27/2018,08/26/2020,WH   ,N,N,N
VEH ,5YJ3E1EB2JF073632,PAS,PELHAM         ,NY,10803,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/17/2018,05/28/2020,GY   ,N,N,N
VEH ,5YJ3E1EB2JF073212,PAS,STATEN ISLAND  ,NY,10306,RICHMOND    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/17/2018,09/16/2020,BK   ,N,N,N
VEH ,5YJ3E1EB2JF072450,PAS,BRONX          ,NY,10467,BRONX       ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/17/2018,09/16/2020,BK   ,N,N,N
VEH ,5YJ3E1EB2JF072030,PAS,NEW CITY       ,NY,10956,ROCKLAND    ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/09/2018,08/08/2020,BK   ,N,N,N
VEH ,5YJ3E1EB2JF071363,PAS,SOUTHAMPTON    ,NY,11968,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/12/2018,09/11/2020,BK   ,N,N,N
VEH ,5YJ3E1EB2JF070486,PAS,LEVITTOWN      ,NY,11756,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/05/2018,06/29/2019,BK   ,N,N,N
VEH ,5YJ3E1EB2JF068690,PAS,BOHEMIA        ,NY,11716,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/30/2018,08/29/2020,GY   ,N,N,N
VEH ,5YJ3E1EB2JF068270,PAS,FARMINGVILLE   ,NY,11738,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/21/2018,09/20/2020,BK   ,N,N,N
VEH ,5YJ3E1EB2JF068172,PAS,ELIZAVILLE     ,NY,12523,COLUMBIA    ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/29/2018,08/28/2020,BK   ,N,N,N
VEH ,5YJ3E1EB2JF067958,PAS,NORTHPORT      ,NY,11768,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/07/2018,09/06/2020,BK   ,N,N,N
VEH ,5YJ3E1EB2JF066115,PAS,NEW ROCHELLE   ,NY,10804,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/05/2018,09/04/2020,GY   ,N,N,N
VEH ,5YJ3E1EB2JF066101,PAS,SAG HARBOR     ,NY,11963,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/09/2018,07/15/2020,GY   ,N,N,N
VEH ,5YJ3E1EB2JF066020,PAS,TARRYTOWN      ,NY,10591,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/11/2018,09/10/2020,GY   ,N,N,N
VEH ,5YJ3E1EB2JF066017,PAS,PORT JEFFERSON ,NY,11777,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/07/2018,09/06/2020,GY   ,N,N,N
VEH ,5YJ3E1EB2JF065370,PAS,BROOKLYN       ,NY,11229,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/07/2018,09/06/2020,RD   ,N,N,N
VEH ,5YJ3E1EB2JF064364,PAS,MARCY          ,NY,13403,ONEIDA      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/27/2018,08/26/2020,BL   ,N,N,N
VEH ,5YJ3E1EB2JF064283,PAS,OYSTER BAY     ,NY,11771,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/11/2018,09/10/2020,RD   ,N,N,N
VEH ,5YJ3E1EB2JF063702,PAS,COLD SRNG HRBR ,NY,11724,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/01/2018,08/31/2020,BL   ,N,N,N
VEH ,5YJ3E1EB2JF063571,PAS,FRESH MEADOWS  ,NY,11366,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/14/2018,09/13/2020,BL   ,N,N,N
VEH ,5YJ3E1EB2JF056023,PAS,ROCHESTER      ,NY,14610,MONROE      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/01/2018,08/31/2020,GY   ,N,N,N
VEH ,5YJ3E1EB2JF055048,PAS,OLD BETHPAGE   ,NY,11804,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/20/2018,08/19/2020,WH   ,N,N,N
VEH ,5YJ3E1EB2JF054983,PAS,GREENVALE      ,NY,11548,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/30/2018,01/04/2020,BK   ,N,N,N
VEH ,5YJ3E1EB2JF054854,PAS,BROOKLYN       ,NY,11211,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/21/2018,08/20/2020,GY   ,N,N,N
VEH ,5YJ3E1EB2JF054739,PAS,CORTLANDT MNR  ,NY,10567,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/31/2018,08/30/2020,BK   ,N,N,N
VEH ,5YJ3E1EB2JF054451,PAS,NEW YORK       ,NY,10017,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/12/2018,09/11/2020,GY   ,N,N,N
VEH ,5YJ3E1EB2JF054336,PAS,GREAT NECK     ,NY,11020,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/10/2018,09/09/2020,GY   ,N,N,N
VEH ,5YJ3E1EB2JF054062,PAS,DELMAR         ,NY,12054,ALBANY      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/25/2018,12/30/2018,BK   ,N,N,N
VEH ,5YJ3E1EB1JF079163,PAS,WOODSIDE       ,NY,11377,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/10/2018,09/09/2020,GY   ,N,N,N
VEH ,5YJ3E1EB1JF075047,PAS,DEER PARK      ,NY,11729,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/25/2018,08/24/2020,RD   ,N,N,N
VEH ,5YJ3E1EB1JF072410,PAS,NEW YORK       ,NY,10029,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/18/2018,09/17/2020,BK   ,N,N,N
VEH ,5YJ3E1EB1JF070513,PAS,NEW YORK       ,NY,10003,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/15/2018,09/14/2020,BK   ,N,N,N
